"","title_data"
"324","Fieldwide Reservoir Characterization Based on a New Technique of Production Data Analysis: Verification Under Controlled Environment"
"325","Impact of Impermeable Shale Streaks on Production"
"326","Method for Determining Permeability in Sandstone and Shale Reservoirs From Typical Drilling Parameters"
"327","A Method for Characterization of Flow Units Between Injection-Production Wells Using Performance Data"
"328","Woodie: A Tool to Support Overpressure Detection"
"329","A Capacitance Model To Infer Interwell Connectivity From Production and Injection Rate Fluctuations"
"330","Heading Control of Autonomous Underwater Vehicle Based on Sliding Mode Control"
"331","Depth Control of an Autonomous Underwater Vehicle Based on L1 Adaptive Theory"
"332","Revisiting Automatic First Arrival Picking For Large 3D Land Surveys"
"333","Controllability and Observability issues for SAGD intelligent control in Venezuela"
"334","Modeling Non-linear Deformation Time Series of Tunnel Using Gaussian Process Machine Learning"
"335","A New Method for Production Data Analysis To Identify New Opportunities in Mature Fields: Methodology and Application"
"336","A Lattice-Boltzmann Automaton For The Simulation Of Two-Dimensional Waterflooding"
"337","Improved Reservoir Characterization in the Ogallah Field using Petrophysical Classifiers within Electrofacies"
"338","A Two-Stage Well Placement Optimization Method Based on Adjoint Gradient"
"339","Simplified Modeling of Turbidite Channel Reservoirs"
"340","Extracting IF-THEN Rules from Numerical Data using Wang-Mendel Methods"
"341","Reservoir Zonation And Permeability Estimation: A Bayesian Approach"
"342","Modeling Velocity In Carbonates Using a Dual Porosity DEM Model"
"343","Assessment of Produced Water Injection Performance during Waterflooding of a North Sea Field Using Data Mining Techniques"
"344","Geomechanical Application for Drilling Optimization in Marginal Fields, East Venezuela"
"345","Reducing the Dimensionality of Geophysical Data in Conjunction with Seismic History Matching"
"346","A Novel Method for Mapping Fractures and High-Permeability Channels in Waterfloods Using Injection and Production Rates"
"347","Offshore Automated Managed Pressure Drilling in Fractured Basement Granite Reservoir: Case study, Challenges and Solutions"
"348","Support Vector Machines Implemented On a Graphics Processing Unit"
"349","Curve Alignment for Well-to-Well Log Correlation"
"350","Optimization of Nonconventional Well Type, Location and Trajectory"
"351","Holistic Field Evaluations Improve Prospect Opportunities"
"352","[13]P2 Basin Evolution of the Bozhong Sag Area, Bohai Bay, China"
"353","Improved Density Processing for LWD Density"
"354","Gas Injection Pilot in the Hochleiten Field"
"355","A Permeability Predictive Model Based on Hydraulic Flow Unit for One of Iranian Carbonate Tight Gas Reservoir"
"356","Integrated Petrophysical and Reservoir Characterization Workflow to Enhance Permeability and Water Saturation Prediction"
"357","Identifying Injector-Producer Relationship in Waterflood Using Hybrid Constrained Nonlinear Optimization"
"358","Optimization of Well Placement with a History Matching Approach"
"359","An Intelligent Plaform To Manage Offshore Assets"
"360","Drill-Bit Catalog and Bit Index: a New Method for Bit Performance Evaluation"
"361","Bit Performance Evaluation Revisited by Means of Bit Index and Formation Drillability Catalogue"
"362","Automated Reservoir Model Selection in Well Test Interpretation"
"363","Combining Geostatistical Modelling With Gradient Information for History Matching: The Pilot Point Method"
"364","Non-linear Cross-equalisaton of Seismic Surveys Acquired With Different Bandwidths"
"365","On the Design of Measurement Campaigns for Fatigue Life Monitoring of Offshore Wind Turbines"
"366","Western Analysis Of Russian Log Data"
"367","Correlation of Bubblepoint Pressures for Reservoir Oils--A Comparative Study"
"368","The Multipoint-symplectic Approximation of One-way Wave-equation Operator"
"369","Reservoir Modeling Accounting For the Scale And Precision of Seismic Data - Application to a Carbonate Reservoir"
"370","Fuzzy Functional-link Net For Seismic Trace Editing"
"371","Geo Stress Study of Jinping II Hydropower Station Region Considering Historical Tectonic Process"
"372","A Petrophysical Interpretation Framework Supporting The Development Of Geological, Geophysical And Engineering Models"
"373","Well Log Prediction Using Attributes From 3C-3D Seismic Data"
"374","Synthetic, Geomechanical Logs For Marcellus Shale"
"375","Soft Computing for Intelligent Reservoir Characterization"
"376","Prediction of Oil&Gas Saturation And/or Pressure Variation With Time-lapse Seismic Elastic Parameter Inversion"
"377","Semi-automatic Detection of Faults In 3-D Seismic Signals"
"378","Model For Information Control During Processing And Interpretation of Geophysical Data"
"379","Study on Nonlinear Dynamics Model Method for Prediction of Rock Slope Deformation"
"380","Predictive Data Mining Techniques for Production Optimization"
"381","Integrating Core Porosity and Sw Measurements with Log Values"
"382","Discussion"
"383","Low-Cost Autonomous Condition Monitoring System for Tank Coatings"
"384","AVO Lithology Prediction Using Multiple Seismic Attributes"
"385","Stratigraphic Detection And Hydrocarbon Detection In Offshore Gulf of Mexico Miocene Sandstone Reservoirs Using Spectral Decomposition"
"386","Performance Drivers in Restimulation of Gas Storage Wells"
"387","Estimation of TOC and Brittleness Volumes and Correlation with Reservoir Production"
"388","Multilayer Perceptron For Detection of Seismic Anomalies"
"389","Interpretation of gas chimney in the Maari 3D field of southern Taranaki Basin, New Zealand"
"390","Permeability Evaluation In a Glauconite-rich Formation In the Carnarvon Basin, Western Australia"
"391","Conditioning the Estimating Ultimate Recovery of Shale Wells to Reservoir and Completion Parameters"
"392","Determination of Key Parameters and Hydraulic Fracture Design for Shale Gas Productions"
"393","Hydrocarbon-Bearing Dolomite Reservoir Characterization: A Case Study From Eastern Canada"
"394","Study On Nonlinear Damage Localization Process of Rocks Under Water Chemical Corrosion"
"395","Fast Track Analysis of Shale Numerical Models"
"396","Integrated Workflow Applied to the Characterization of a Carbonate Fractured Reservoir: Qarn Alam Field"
"397","Application of Artificial Intelligence and Data Mining Techniques for Fast Track Modeling of Geologic Sequestration of Carbon Dioxide – Case Study of SACROC Unit"
"398","Looking For Links Between Deterministic And Statistical Methods For Porosity And Clay-content Estimation"
"399","Research on the Optimization Design of Trimaran Side-Hulls Location"
"400","Image Analysis And Pattern Recognition For Porosity Estimation From Thin Sections"
"401","Using Big Data and Smart Field Technology for Detecting Leakage in a CO2 Storage Project"
"402","Computer Aided Corrosion Surveillance Using Electrochemical Noise Techniques"
"403","Veracruz Basin: A Natural Lab For The Leading-Edge Amplitude Analysis"
"404","Advanced Seismic Technology Improves Prospect Evaluation And Reservoir Delineation In the Mature Macuspana Basin, Mexico"
"405","Geomorphology-based, Automated Seismic Facies Analysis"
"406","Seismic-controlled Extrapolation of Well-log Parameters Based On Frequency-shift"
"407","Artificial Intelligence Used to Evaluate 23 Single-well Surfactant Soak Treatments"
"408","Artificial Intelligence (AI) Assisted History Matching"
"409","A New Method For Calculating Stress Intensity Factor At Crack Tip In a Finite Thickness Plate"
"410","A Proxy Model for Predicting SAGD Production from Reservoirs Containing Shale Barriers"
"411","Integrated Fractured Reservoir Modeling Using Both Discrete and Continuum Approaches"
"412","Detecting and Analysing Fractures in the Subsurface: The Critical Steps in Modelling Fractured Carbonate Reservoir"
"413","Simultaneous Mapping of Faults And Horizons With the Help of Object Probability Cubes And Dip-steering"
"414","Identifying the Ideal Stimulation Design via Quantitative Multivariate Analysis – Second Bone Springs Sand, New Mexico"
"415","Intelligent Sand Management"
"416","Searching for Corrosion Intelligence"
"417","Interpretation of Real-Time Pressure Measurements to Detect CO2 Leakage"
"418","Experimental Design for Resource Estimation: A Comparison with the Probabilistic Method"
"419","Assessment Of De-Spiking Algorithms Applied To Lwd Data"
"420","A New Methodology Based On Seismic Facies Analysis And Litho-seismic Modeling The Elkhorn Slough Field Pilot Project, Solano County, California."
"421","Fractured Reservoir Characterization Using Streamline-Based Inverse Modeling and Artificial Intelligence Tools"
"422","Acid Stimulation Learnings from an Unconventional Reservoir"
"423","Intelligent Loop Recognition of Rock Parameter for Large Underground Hydraulic Cavern"
"424","Complex Reservoir Characterization In Land-Facies Basin of Shengli Oilfield"
"425","Soft Computing: Tools For Intelligent Reservoir Characterization (IRESC)"
"426","Particle Swarm Optimization in Multilayer Perceptron Learning for Well Log Data Inversion"
"427","Tuning the Internet for Corrosion"
"428","Classification of gas-rich lithofacies in continental shale formation based on bi-Langmuir model and SVM methods"
"429","High Resolution Sequence Stratigraphy Analysis in a Carbonate Reservoir from Borehole Resistivity Image: a Case Study from Tarim Basin, West China"
"430","Advances in Hybrid Computational Intelligence Application in Oil and Gas Reservoir Characterization"
"431","Production -Log base Model for Effective Carbonate Management Case Study Miocene Carbonate, the Gulf of Suez, Egypt"
"432","Production-Log base Model for Effective Carbonate Management, Case Study Miocene Carbonate, the Gulf of Suez, Egypt"
"433","Smart Condition Monitoring Using Machine Learning"
"434","Utilizing Waveform Segmentation And Gas Chimney Detection to Distinguish Productive And Non-productive Reservoirs In the Deep, Geopressured Miocene Play: Grand Bay Field, Louisiana."
"435","Development of Underground Mine Communication and Monitoring Systems by Using ZigBee Technology"
"436","Reservoir Heterogeneity Mapping Using an Automated Pattern Recognition Approach"
"437","Application of a Newly Developed Workflow to Design and Optimize MRC and Smart Well Completions"
"438","Application of a Newly Developed Workflow to Design and Optimize MRC and Smart Well Completions"
"439","Use of MASTER Web to Improve History Matching"
"440","Advanced Imaging and Inversion for Oil Production Estimates in Unconventional Resource Plays"
"441","Advanced Imaging and Inversion for Oil Production Estimates in Unconventional Resource Plays"
"442","On Nonlinear Effect of Spectral IP"
"443","A Novel Approach To Shale-Gas Evaluation Using A Cased-Hole Pulsed Neutron Tool"
"444","Improving Wolfcamp B3 Drilling from Geologic Analysis"
"445","Attribute Analysis In Edwards Limestone In Lavaca County, Texas"
"446","An Integrated Study of a Campeche Bay Fractured Carbonate Reservoir"
"447","Well-log lithology discrimination using elastic attributes only"
"448","A New Technique to Determine Porosity and Deep Resistivity from Old Gamma Ray and Neutron Count Logs"
"449","Information and Analytical System for Prevention of Drilling Fluid Loss"
"450","The use of Neuro-Fuzzy proxy in well placement optimization"
"451","Hybrid Artificial Intelligence and Conventional Empirical Approach for improved Prediction of Log-Derived Permeability of Heterogeneous Carbonate Reservoir"
"452","Hydraulic Unit Estimation From Predicted Permeability and Porosity Using Artificial Intelligence Techniques"
"453","Production Enhancement through Integrated Asset Modeling Optimization"
"454","Enhancing Rock Property Prediction from Conventional Well Logs Using Machine Learning Technique - Case Studies of Conventional and Unconventional Reservoirs"
"455","Automated Quality Assessment of Seismic Data"
"456","Using Predictive Analytics for Asset Management: A Case Study of Early Warning Prediction Application"
"457","Bubble Point Pressure and Oil Formation Volume Factor Correlations"
"458","A workflow using self-organized mapping to predict rock properties from seismic-reflection data"
"459","Exploiting Natural Fracture and Fault Fairways in the Jean Marie Carbonate Platform, N.E. British Columbia"
"460","Mechanical Efficiency Algorithm Solves Drilling Challenges in Areas of Limited/Inaccurate Offset Data"
"461","Automatic Surveillance System for Large Gas Fields With Multifrequency Measurements"
"462","Research On Detection And Quantitative Evaluation of the Anti-corrosion State of Submarine Pipeline"
"463","A Novelty Detection Method to Diagnose Damage In Structures:An Application to an Offshore Platform"
"464","Study and Applications on Integrated Drilling Engineering Software for Drilling Engineering Design and Real-time Optimization"
"465","Characterizing and Modelling of Naturally Fractured Reservoirs With the use of Object-Based Global Optimization"
"466","Hydrotreating Modeling - Helping Refiners to Face Challenges of the Future"
"467","Automated Seismic Fracture Extraction And Analysis For Reservoir Characterization"
"468","Reservoir Pressure Prediction Using Time-Lapse Seismic Prestack Elastic Parameter Inversion Method"
"469","Production -Log Base Model for Carbonate Permeability Distribution and Steam Flood Optimization"
"470","Assessing the Value of Sensor Information In 4-D Seismic History Matching"
"471","Numerical Simulation and Multiple Realizations for Sensitivity Study of Shale Gas Reservoirs"
"472","Recent Development For Optimum Data Integration In Mineral Exploration"
"473","Textural Analysis of MCT Images: Measurements Beyond Rock Properties"
"474","Reservoir Simulation Using Smart Proxy in SACROC Unit - Case Study"
"475","Improving Electrofacies Modeling Using Multivariate Analysis Techniques: A Deepwater Turbidite Case Study"
"476","Data Pre-Conditioning For Predictive And Interpretative Algorithms:Often Ignored But Extremely Important"
"477","Automatic Early Fault Detection for Rod Pump Systems"
"478","Interpretation of Gas Chimney Volumes"
"479","Niobrara Horizontal Well Planning and Execution: The Other Half of the Equation"
"480","Extracting Meaningful Geologic Parameters Using Multiple Attribute Analysis On AVO Derived Lamé Rock Parameter Inversions: 3D Seismic Case Study From Southern Alberta, Canada"
"481","Water Saturation Modeling of Complex Carbonate Reservoir: A case study of challenging highly impacted reservoir by diagenesis processes"
"482","Estimation of Hydraulic Conductivity of Underground Rock Cavern: A Case Study"
"483","Modeling and History Matching of Hydrocarbon Production from Marcellus Shale Using Data Mining and Pattern Recognition Technologies"
"484","Intelligent Recognition of Rock Mechanical Models"
"485","The Concept of Smart Water Discharge (SWD), The Next Revolution in Produced Water Treatment"
"486","Underwater Sensoring and Testing with Ultrasound"
"487","Characterisation and Modelling of Fractured Basement Reservoirs: A Case Study"
"488","Reservoir Monitoring: Fluid Fronts Classification From Seismic And Well Log Data"
"489","Developments in seismic tomography for minesite investigation"
"490","Estimation of Lithologies And Depositional Facies From Wireline Logs"
"491","Reservoir Simulation Assisted History Matching: From Theory to Design"
"492","Pattern Recognition and Data-Driven Analytics for Fast and Accurate Replication of Complex Numerical Reservoir Models at the Grid Block Level"
"493","Grayson Field Jurassic Smackover Limestone Reservoir, Columbia County, Arkansas: A Case Study Using Leading Edge Reservoir Characterization Seismic Processing of 3D Seismic Data"
"494","Application Of An Integrated Approach For Characterization Of The Naturally Fractured Reservoir In The West Siberian Basement (Example Of Maloichskoe Field)"
"495","Continuous Fracture Modeling of a Carbonate Reservoir in West Siberia"
"496","Successful Field Application of an Inhibitor Concentration Detection System in Optimising the Kinetic Hydrate Inhibitor (KHI) Injection Rates and Reducing the Risks Associated with Hydrate Blockage"
"497","An AI-Based Workflow for Estimating Shale Barrier Configurations from SAGD Production Histories"
"498","Application of Adaptive Neuro-Fuzzy Inference System for the Assessment of Excavation Damaged Zone using Uniaxial Compressive Strength Data"
"499","Carbon Dioxide Sequestration in Coal Seams: A Parametric Study and Development of a Practical Prediction/Screening Tool Using Neuro-Simulation"
"500","Integrated Modeling of Fractured Low Permeability Reservoir, Shangonghe Formation, Baolang Oilfield, Northwest China"
"501","Hydrodynamic Coefficients Established And Drag Experiment On a Depth-Setting TUV System"
"502","A Core To Seismic Method Of Pore Pressure Prediction"
"503","A Genetic Algorithm Approach to Determination of Optimum Diameter of Gas Transmission Pipes"
"504","Efficient Optimization Strategies for Developing Intelligent Well Business Cases"
"505","Utilizing the Value of Continuously Measured Data"
"506","Fast Track Reservoir Modeling of Shale Formations in the Appalachian Basin. Application to Lower Huron Shale in Eastern Kentucky"
"507","Best Practices from Super-Giant 3D-OBC Seismic Survey, Offshore Oil Field Abu Dhabi"
"508","Identification of Successful Practices in Hydraulic Fracturing Using Intelligent Data Mining Tools; Application to the Codell Formation in the DJ -Basin"
"509","Production Management System to Enhance Collaboration and Production Surveillance, Garraf Oil Field"
"510","An Expert System Development At FESTU For Marine Transport Structures"
"511","The Role Of Corrosion Prediction And Real-Time Corrosion Measurement Technologies In Corrosion Management - Theory and Applications"
"512","Full Integrated Diagenesis and Reservoir Rock-Log Typing: Case Study of Two Complex Carbonate Reservoirs"
"513","Connectionist Expert System For Seismic Interpretations"
"514","Application of Time Series Analysis to Predict Reservoir Production Performance"
"515","A Novel Rheological Hierarchy Optimization Methodology with Artificial Intelligence and Inverse Technique Improves Spacer Design"
"516","Diagnosis And Fault Tolerance For ROV"
"517","Development and Utilization of Integrated Artificial Expert Systems for Designing Multi-Lateral Well Configurations, Estimating Reservoir Properties and Forecasting Reservoir Performance"
"518","Numerical Modeling of Flow and Temperature Distribution in Heterogeneous Wellbore Medium"
"519","Calibration of Fractured Reservoirs with Dynamic Data"
"520","Method For Generated Log Parameter Volumes From Seismic"
"521","Assisted EOR Screening Approach for CO2 Flooding with Bayesian Classification and Integrated Feature Selection Techniques"
"522","Seismic Guided Mapping of Effective Porosity - A Case History"
"523","Enhanced Reservoir Description in Carbonate and Clastic Reservoirs"
"524","Prediction of Dent Size using Tri-axial Magnetic Flux Leakage Intelligent Pigs"
"525","A Novel Non-Iterative Method for the Prediction of the PVT Behavior of Reservoir Fluids"
"526","Diffraction Imaging of Lithology and Fluid Saturation in Fault Zones within the Austin Chalk and Eagle Ford Shale, Maverick Basin, South Texas"
"527","Integrated Fractured Reservoir Characterization: a Case Study in a North Africa Field"
"528","Cascade-correlation Learning Architecture For First-break Picking And Automated Trace Editing"
"529","Dimensional Method In Structural Optimization"
"530","Seismic Attribute Analysis of Experimentally Recorded Waveforms"
"531","Geostatistical Quantification of Geological Information for a Fluvial-type North Sea Reservoir"
"532","Enhancing Oil Recovery through High Level Data Mining Technology"
"533","A Practical Method of Predicting Chemical Scale Formation In Well Completions"
"534","A Practical Method of Predicting Chemical Scale Formation in Well Completions"
"535","Identifying Best Practices in Hydraulic Fracturing Using Virtual Intelligence Techniques"
"536","Geophysical Exploration Technology Of Complex Volcanic Rock Gas Reservoir"
"537","A Mutual Information-Based Metric for Identification of Nonlinear Injector Producer Relationships in Waterfloods"
"538","A Proposed Workflow For Reservoir Characterization Using Multicomponent Seismic Data"
"539","The Geostatistical Mapping of Effective Porosity Utilizing Petrophysics And Seismic Attribute Analyses, Grayburg And San Andres Shallow Shelf Carbonate Reservoirs, Permian Basin, U.S.A."
"540","Optimization of Rate of Penetration using Artificial Intelligent Techniques"
"541","Restimulation: Candidate Selection Methodologies and Treatment Optimization"
"542","History Matching by Online Metamodeling"
"543","Reservoir Characterization of Roncador, an Ultra-deepwater Giant Field At Campos Basin, Brazil"
"544","The Study of Remaining Oil Location in Multi-Pores at Micro and Nano Scale"
"545","A Method For Picking First Breaks In 3-Component Seismic Data"
"546","A Rigorous Well Model to Optimize Production from Intelligent Wells and Establish the Back-allocation Algorithm"
"547","A New Approach to Predict Failure Parameters of Carbonate Rocks using Artificial Intelligence Tools"
"548","Automated Surface Gas Handling Through Expert Systems for Optimization of Artificial Lift Systems"
"549","Simultaneous Lithofacies Inversion From Prestack Amplitudes"
"550","Hybrid Log-Derived Permeability Prediction Model for a Heterogeneous Carbonate Reservoir with Tarmat Layers Considering Different Levels of Cutoffs"
"551","A Workflow for Integrated Barnett Shale Gas Reservoir Modeling and Simulation"
"552","Model Ranking and Optimization of Fractured Reservoir Using Streamline Simulation, Case Study a Gas Condensate Reservoir"
"553","Effect of Water-Soluble Gases on Production Decline, Production Stimulation, and Production Management"
"554","Model-Based Adaptive-Predictive Control and Optimization of SAGD under Uncertainty"
"555","A New Approach For Complex Faulted-Fractured Reservoir Modelling"
"556","Prediction of Capillary Pressure for Oil Carbonate Reservoirs by Artificial Intelligence Technique"
"557","Application of LMR Inversion And Clustering Analysis In the Barnett Shale"
"558","The Duvernay Formation: Integrating Sedimentology, Sequence Stratigraphy and Geophysics to Identify Sweet Spots in a Liquids-Rich Shale Play, Kaybob Alberta"
"559","Use of Point-receiver Seismic Acquisition In Description of a Highly Complex Reservoir - A Case History From the UK North Sea"
"560","Flow Unit Characterization And Geo-modeling Of A Structurally Complex Fluvio-deltaic Reservoir Using An Integrated Approach"
"561","Artificial Intelligence Application in Reservoir Characterization and Modeling: Whitening the Black Box"
"562","Seismic to Simulation Fracture Characterization of a Green Carbonate Reservoir in Presence of Large Uncertainties"
"563","Aerated Underbalanced Drilling System: Development and Field Cases"
"564","Optimum Subsurface Production Management, Abu Dhabi, U.A.E."
"565","Time to Depth Conversion And Uncertainty Assessment Using Average Velocity Modeling"
"566","Volume-Based Rock Property Predictions And Quantifying Uncertainty"
"567","Estimation of QT-800 Fatigue Lifetime through the Use of Magnetics"
"568","Intelligent Rock Mechanics: A Review of the Past 20 Years"
"569","Harnessing Advanced Image Analysis Technology For Quantitative Core And Borehole Image Interpretation"
"570","Cross-Industry Innovations in Artificial Intelligence"
"571","The Role of Geology in Stochastic Reservoir Modelling: The Future Trends"
"572","A Geological Approach To Discontinuity Predictions, With Australian Case Examples"
"573","A Novel Technique for Monitoring Hydrate Safety Margin"
"574","Multiwell Log Data Coherence Characterization Using The Similarity Threshold Method"
"575","Optimal Operation of Fast-SAGD Process Considering Steam Channeling Among Vapor Chambers"
"576","Reservoir Characterization By Calibration Of Selforganized Map Clusters"
"577","Spotting A False Alarm. Integrating Experience And Real-Time Analysis With Artificial Intelligence"
"578","Estimating Layers Deliverability in Multi-Layered Gas Reservoirs Using Artificial Intelligence"
"579","Innovative Integration of Subsurface Data and History Matching Validation to Characterize and Model Complex Carbonate Reservoir with High Permeability Streaks and Low Resistivity Pay Issues, Onshore A…"
"580","Reservoir Characterisation of High Heterogeneous Thin Interbedding Layers"
"581","Investigating the Carrying Capacity and the Effect of Drilling Cutting on Rheological Properties of Jatropha Oil Based Mud"
"582","Predicting a High Gas Production Zone In a Reservoir With Low Porosity And Low Permeability In a TBM Area"
"583","Intelligent Reservoir Characterization (IRESC)"
"584","Simultaneous Solution for Ultimate Recovery, Original Hydrocarbon in Place, and Permeability from Production Data Analysis with Application to the Eagle Ford Shale"
"585","Composite Structures Health Monitoring"
"586","An Automatic Fault Tracking Approach Based on Ant Colony Algorithm"
"587","Improving Oil Production Using Smart Fields Technology in the SF30 Satellite Oil Development Offshore Malaysia"
"588","The Open Source Model In GeoSciences And OpendTect In Particular"
"589","Advances in Reservoir Modeling: A New Approach for Building Robust Reservoir Models"
"590","A Fieldwide Integrated Production Model and Asset Management System for the Mumbai High Field"
"591","Evolution of Uncertainty Methods in Decline Curve Analysis"
"592","Predicting the Cricondenbar of Lean Natural Gas"
"593","Application of Using Fuzzy Logic as an Artificial Intelligence Technique in the Screening Criteria of the EOR Technologies"
"594","Applied Production Optimization: i-Field"
"595","Prediction of Tunnelling-induced Settlement Using Gene Expression Programming"
"596","Rock type and permeability prediction using flow-zone indicator with an application to Berkine Basin (Algerian Sahara)"
"597","Detection and Characterization of Fractures in Naturally Fractured Reservoirs"
"598","Electrofacies And Permeability Modeling In Carbonate Reservoirs Using Image Texture Analysis And Clustering Tools"
"599","Case Study of Fine Geological Modeling for Mishrif Carbonate Reservoir of H Oilfield in Iraq"
"600","Forecasting of Gas Quality"
"601","Development Of A 3D Graphic Test Platform For Underwater Robotic Vehicles"
"602","An Overview of Horizontal Well Completions in the Haynesville Shale"
"603","Risk Assessment of Carbon Dioxide Storage in Carboniferous Formations"
"604","Creating Better Cost Estimates For Floating Offshore Structures By Assessing Cost Correlation And Understanding Risk"
"605","Cased-Hole Lithology And Density Measurements, Part I: Applications In Permian Basin Reservoir Analyses"
"606","Analysis of Atmospheric Icing Events Observed At the Mount Valin Test Site During the 1995-96 Season"
"607","Hybrid Stochastic Algorithms: A Novel Application in Modeling Facies Cycles and Properties of Carbonate Platform, Onshore Abu Dhabi"
"608","Oil And Gas Industry Driven Academic Research"
"609","Comparison of Permeability Predictors from NMR, Formation Image and other Logs in a Carbonate Reservoir"
"610","Short-term Tide Level Forecasting Based on Gaussian Process Regression"
"611","New Insight Into Integrated Reservoir Management Using Top-Down, Intelligent Reservoir Modeling Technique: Application to a Giant and Complex Oil Field in the Middle East"
"612","A Novel Workflow for Modelling Complex Compartmentalised Structures Leads to Enhanced Field Development Strategy"
"613","Challenges in Modeling of High Clay Volume Gas Reservoir with No Water Production"
"614","A Preliminary Design of an Intelligent System for the Optimal Utilization of Renewable Energy Sources in Buildings"
"615","Simulation of Vibration Generated By Underwater Blasting Using Statistical Analysis And Numerical Modelling"
"616","Mechanism, Warning and Dynamic Control of Rockburst Evolution Process"
"617","Automatic Event Detection on Noisy Microseismograms"
"618","First Principle Models for Emission and Performance Monitoring"
"619","Specialist Program For Injection Pressure Limits Considering Fault Reactivation Criteria"
"620","Drilling Optimization in Unconventional and Tight Gas Fields: An Innovative Approach"
"621","Investigation Of Cementation Factor ""M"" In Reservoir Parameters Estimation ""A Case Study Of Sarvak Formation In One Of The Iranian Hydrocarbon Fields"""
"622","Data Mining Methodologies enhance Probabilistic Well Forecasting"
"623","Assessing the Potential Redevelopment of a 1960's Vintage Oil Field"
"624","Application of Well-Base Surrogate Reservoir Models (SRMs) to Two Offshore Fields in Saudi Arabia, Case Study"
"625","Automatization of Right Drilling Mode Selection and Troubles Prediction While Designing and Constructing Oil and Gas Wells"
"626","Discussion"
"627","Reducing the Uncertainty of Static Reservoir Model in a Carbonate Platform, Through the Implementation of an Integrated Workflow: Case A-Field, Abu Dhabi, UAE"
"628","Fracture Characterization in Unconventional Reservoirs Using Active and Passive Seismic Data With Uncertainty Analysis Through Geostatistical Simulation"
"629","Seismic Data Compression By Signal Decomposition"
"630","Lineaments Recognition For Potential Fields Images Using a Learning Algorithm For Boltzmann Machines"
"631","Petrophysical Evaluation of the Igneous Gas-Bearing Reservoir Fractured - A Case Study at Xujiaweizi Area outside Daqing Oil Field, China"
"632","3D Seismic Attribute Optimization Technology And Application For Dissolution Caved Carbonate Reservoir Prediction"
"633","Integration of Core and Log Data for Classification of Reservoir Rock Types in Minagish Reservoir of Greater Burgan Field, Kuwait"
"634","Integrated Characterization and Simulation of the Fractured Tensleep Reservoir at Teapot Dome for CO2 Injection Design"
"635","Some theoretical and computational aspects of large scale discretelement analysis"
"636","OPTIMIZATION OF PRODUCTION FROM MATURE FIELDS"
"637","Predicting the wave overtopping rate at berm breakwaters"
"638","A Study of Liquefaction Potential For a Liquefied Area"
"639","Seismic Settlement of a New Reclaimed Land"
"640","Fracture Detection in Unconventional Gas Plays Using 3D-Seismic Data"
"641","Improved Oil Recovery Estimation with Data Analytic Methods: A Workflow for Open Data Analysis"
"642","A Refraction Seismic Field Study to Determine the Anisotropic Parameters of Shales"
"643","Calculation of Fluid Saturations from Log-Derived J-Functions in Giant Complex Middle-East Carbonate Reservoir"
"644","Prestack Amplitudes Forward Modeling Using Lithofacies Information"
"645","Analytical Method For Shaly-Carbonate-Sands Formation Evaluation"
"646","Intelligent Automation of Mature Field Development Process: Case Study From the Romashkinskoe Field Block"
"647","Geophysical Logging Method Using the Blow-Responded Waveform"
"648","A New Reservoir Prediction Method: PCA Value-weighted Attribute Optimization"
"649","Application of AVF Inversion on Shale Gas Reservoir TOC Prediction"
"650","The Comprehensive Application of Both Near-Bit and Surface Vibration Measurement to Quickly Identify Coalbed Boundary"
"651","Model-driven Inversion of the Fortuna National 3D Seismic Data In the Macuspana Basin, Onshore Mexico"
"652","Anisotropic Effective-medium Modeling of the Elastic Properties of Shaly Sandstones"
"653","Downhole and Surface Vibration Measurement"
"654","Impact of Pre-stack and Post-stack Seismic on Integrated Naturally Fractured Reservoir Characterization"
"655","Rock Typing and Characterization of Carbonate Reservoirs"
"656","Investigating the Effect of Electrolytes and Temperature on Rheological Properties of Jatropha Oil Based Mud"
"657","Regional Complex Airborne Geophysical Surveys to Locate Prospective Clay Deposits"
"658","Discussion"
"659","The Next 50 Years of the ISRM and Anticipated Future Progress in Rock Mechanics"
"660","Forecasting, Sensitivity and Economic Analysis of Hydrocarbon Production from Shale Plays Using Artificial Intelligence & Data Mining"
"661","Innovative Integration of Seismic and Well Data to Characterize Tar Mat in Carbonate Reservoirs"
"662","Prediction of Sand Production from Oil and Gas Reservoirs in the Niger Delta Using Support Vector Machines SVMs: A Binary Classification Approach"
"663","Determination of Oil Well Production Rate by Analysis of the Real-Time Dynamometer Card"
"664","Adaptive-phase k-means algorithm for waveform classification"
"665","Technology for Increased Production from Low-Permeability Gas Reservoirs: An Overview of U.S. DOE's Gas Program - Successes and Future Plans"
"666","Methodology of Optimal Well Pattern, Location and Paths in Productive Formations during Oil and Gas Fields Development Planning"
"667","Application of Mini-Falloff Test to Determine Reservoir Parameters and Optimize Fracture Designs in a Tight Gas Field"
"668","Reinforcement Design of Blocky Rock Masses With Cable Bolts In Discontinuous Deformation Analysis (DDA) Algorithm"
"669","Preliminary Results from the NIST Supercritical Carbon Dioxide Corrosion Test Facility*"
"670","Modeling and History Matching of a Fractured Reservoir in an Iraqi Oil Field"
"671","Achieving Zonal Isolation in Critical High-Temperature/High-Pressure Well Through Modeling and Use of Advanced Isolation Materials"
"672","Fracture Characterizing and Modeling of a Porous Fractured Carbonate Reservoir, SW Iran"
