"","title_data"
"375","Improving Magnetotelluric Data Degraded By Correlated Noise With Robust Regression Analysis And Recurrent Neural Networks"
"376","Candidate Selection for Stimulation of Gas Storage Wells Using Available Data With Neural Networks and Genetic Algorithms"
"377","Artificial Neural Networks Identify Restimulation Candidates in the Red Oak Field"
"378","Artificial Neural Network Architectures for Predicting Two-Phase and Three-Phase Relative Permeability Characteristics"
"379","Hopfield Model of Neural Networks For Detection of Bright Spots"
"380","Rock Parameter Modeling Using Well And Prestack Depth Migration Data By Neural Networks"
"381","Automatic Event Picking In Pre-stack Migrated Gathers Using a Probabilistic Neural Network"
"382","Reservoir Characterisation of Tenggiri Blocks through Rock Physics, AVO Analysis and Neural Network"
"383","Reservoir Simulation and Uncertainty Analysis of Enhanced CBM Production Using Artificial Neural Networks"
"384","Production Optimization at the Kuparuk River Field Utilizing Neural Networks and Genetic Algorithms"
"385","Artificial Neural Network Modelling of Viscosity at Bubblepoint Pressure and Dead Oil Viscosity of Nigerian Crude Oil"
"386","Using Neural Networks to Interpret Geophysical Logs In the Zinkgruvan Mine; a Case Study."
"387","Performance Evaluation of Complex Neural Networks in Reservoir Characterization: Applied to Boonsville 3-D Seismic Data"
"388","Recognition Of Seam Deviation Using Artificial Neural Networks In Vision-Based Seam Tracking Of Underwater Flux-Cored Arc Welding"
"389","Gas Detection From Absorption Attributes And Amplitude Versus Offset With Artificial Neural Networks In Grand Bay Field."
"390","Tight Gas Well-Performance Evaluation With Neural Network Analysis for Hydraulic Propped Fracture Treatment Optimization"
"391","Application of Neural Network Parameter Prediction in Reservoir Characterization and Simulation - A Case History: The Rabbit Hills Field"
"392","The Use of an Operational Filter Boosted Artificial Neural Network for Selection of Enhanced Oil Recovery Technique"
"393","CT Scan and Neural Network Technology for Construction of Detailed Distribution of Residual Oil Saturation During Waterflooding"
"394","Using Neural Networks To Estimate Monthly Production: A Case Study for the Devonian Carbonates, Southeast New Mexico"
"395","Characterization of West-Africa Submarine Channel Reservoirs: A Neural Network Based Approach to Integration of Seismic Data"
"396","Use of Neural Networks to Predict the Permeability and Porosity of Zone ""C"" of the Cantagallo Field in Colombia"
"397","Mathematically Modeling the Main Dimensions of Self- Elevating Drilling Units Based On BP Neural Network"
"398","Design of a Neural Network Model for Predicting Well Performance After Water Shutoff Treatments Using Polymer Gels"
"399","Using Neural Network System for Casing Collapse Occurrence and Its Depth Prediction in a Middle-Eastern Carbonate Field"
"400","A Comprehensive Neural Network Model for Predicting Two-Phase Liquid Holdup Under Various Angles of Pipe Inclinations"
"401","Early Kick Detection Using Real Time Data Analysis with Dynamic Neural Network: A Case Study in Iranian Oil Fields"
"402","Application of Neural Networks in Developing an Empirical Oil Recovery Factor Equation for Water Drive Niger Delta Reservoirs"
"403","Pattern Recognition Applicability of Artificial Neural Networks in Rock Abrasiveness Determination Using Rock Strength and Brittleness Data"
"404","Gas-bearing Hydrothermal Dolomite Prediction Using Probabilistic Neural Networks In the Trenton-Black River Interval, NE Ohio"
"405","A New Method to Determine Friction Factor of Cuttings Slip Velocity Calculation in Vertical Wells Using Neural Networks"
"406","Artificial Neural Network as a Tool for Reservoir Characterization and its Application in the Petroleum Engineering"
"407","Water Production Surveillance Workflow using Neural Network and Bayesian Network Technology: A Case Study of Bongkot North Field, Thailand"
"408","Log-Derived Permeability in a Heterogeneous Carbonate Reservoir of Middle East, Abu Dhabi, Using Artificial Neural Network"
"409","Evaluation of the Pressure Drop due to Multi Phase Flow in Horizontal Pipes Using Fuzzy Logic and Neural Networks"
"410","The Use of Artificial Neural Networks to Quantify the Effect of Formation Damage on Well Production Response"
"411","The Development of an Optimal Artificial Neural Network Model for Estimating Initial Water Saturation - Australian Reservoir"
"412","Application of Artificial Neural Networks in Predicting Critical Rates for Vertical Wells in Oil Rim Reservoirs"
"413","Log-Derived Permeability in a Heterogeneous Carbonate Reservoir of Middle East, Abu Dhabi, Using Artificial Neural Network"
"414","Improving the Implementation of HSE Management Systems Through the Use of Neural Networks to Analyse Accident Data"
"415","An Application of Feed Forward Neural Network as Nonlinear Proxies for Use During the History Matching Phase"
"416","Modeling Approach for Niger- Delta Oil Formation Volume Factor Prediction Using Artificial Neural Network"
"417","Permeability and RRT Estimation from Conventional Logs in a Middle East Carbonate Reservoir Using Neural Network Approach"
"418","Neural Network and 3D Seismic Techniques Improve the Prediction of Facies Distribution Within a Submarine Channel Complex: Neuquen Basin, Argentina"
"419","Use of Artificial Neural Networks for Predicting Crude Oil Effect on CO2 Corrosion of Carbon Steels"
"420","Artificial Neural Network Modeling of Viscosity and Wax Deposition Potential of Nigerian Crude Oil and Gas Condensates"
"421","A Neural Network-Based Sensitivity Analysis of Reservoir-Related Parameters During Laser Perforation In Downhole Conditions In Limestone"
"422","Application of Artificial Neural Network Control Model for Predicting the Pressure Distribution in a Complex Commingled Well"
"423","Rock Type And Permeability Prediction Of A Heterogeneous Carbonate Reservoir Using Artificial Neural Networks Based On Flow Zone Index Approach"
"424","Estimation of Permeability from Porosity, Specific Surface Area, and Irreducible Water Saturation using an Artificial Neural Network"
"425","Artificial Neural Networks Models for Identifying Flow Regimes and Predicting Liquid Holdup in Horizontal Multiphase Flow"
"426","Application of Neural Network to Predict Gas Well Performance During Two-Phase Flow in Gas Condensate Reservoirs"
"427","Identification of high porosity reservoir sands from 3D-seismic attributes using neural network technique in South Umm Gudair Field, Kuwait."
"428","Neural Network Modeling of the Electrochemical Behavior of Steel in Chloride Solutions of Varying pH"
"429","Neural Networks for Production Curve Pattern Recognition Applied to Cyclic Steam Optimization in Diatomite Reservoirs"
"430","Using Neural Networks for Determining Hydrocarbons Presence From Well Logs: A Case Study for Alagoas Basin"
"431","Identification of Parameters Influencing the Response of Gas Storage Wells to Hydraulic Fracturing With the Aid of a Neural Network"
"432","Parameter Identification And Subsidence Prediction By Artificial Neural Networks And FEM Database For Design And Construction of NATM Tunnels"
"433","Short Term Vessel Motion Forecasting Based On Wavelet Neural Network For Wave Feed-forward Dynamic Positioning"
"434","Evaluation of Wave-induced Liquefaction In a Porous Seabed: Using an Artificial Neural Network And a Genetic Algorithm -based Model"
"435","The Development of an Artificial Neural Network as a Pressure Transient Analysis Tool for Applications in Double-Porosity Reservoirs"
"436","Computer Emulation of Human Mental Processes: Application of Neural Network Simulators to Problems in Well Log Interpretation"
"437","A New Approach for Characterisation of Densely Fractured Rock Masses using Artificial Neural Networks and Principal Component"
"438","Tracking the state and diagnosing Down Hole Permanent Sensors in Intelligent Well Completions with Artificial Neural Network"
"439","Application of Artificial Neural Networks in Estimation of Uniaxial Compressive Strength using Indirect Tensile Strength Data of Limestone Rocks"
"440","Using Artificial Neural Network's Capability for Estimation of Gas Condensate Reservoir's Dew point Pressure"
"441","Multi-Scale Carbonate Reservoir Characterisation and Artificial Neural Networks Reveals Complexity in the Shuaiba Reservoir, Al Shaheen Field"
"442","An Integrated Application of Cluster Analysis and Artificial Neural Networks for SAGD Recovery Performance Prediction in Heterogeneous Reservoirs"
"443","An Artificial Neural Network Approach for the Prediction of Abrasivity of Hard Rocks using Acoustic Emission"
"444","Real Time prediction of the Rheological Parameters of NaCl Water-Based Drilling Fluid Using Artificial Neural Networks"
"445","Neural Network as an Alternative to Rock Physics Modeling in Time-Lapse Seismic Reservoir Monitoring"
"446","New Technique to Determine the Total Organic Carbon Based on Well Logs Using Artificial Neural Network (White Box)"
"447","Inverse Problems And Neural Network Approach In Modeling the Constitutive Relations of Rock And Soil"
"448","Building Neural-Network-Based Models Using Nodal and Time-Series Analysis for Short-Term Production Forecasting"
"449","Using an Artificial Neural Network to Develop a Wall-Loss Model for Coiled Tubing Fracturing Operations"
"450","Development of a New Artificial Neural Network Model for predicting Minimum Miscibility Pressure in Hydrocarbon Gas Injection"
"451","Location of Holidays and Assessment of Level of Cathodic Protection on Underground Pipelines Using AC Impedance and Artificial Neural Networks"
"452","Use of Artificial Neural Network Models for Predicting Coated Component Life from Short Term EIS Measurements"
"453","Managing LNG Deliverability: An Innovative Approach Using Neural Network and Proxy Modeling for Australian CSG Assets"
"454","A Critical Overview of Artificial Neural Network Applications in the Context of Continuous Oil Field Optimization"
"455","Redefining the Standard of Missing Log Prediction: Neural Network With Bayesian Regularization (NNBR) With Stratigraphic Constraint – A Case Study From laminated Sand-Shale Reservoir"
"456","Application of the Radial Basis Function Neural Network to the Prediction of Log Properties From Seismic Attributes - A Channel Sand Case Study"
"457","Relative Roll Motion Prediction of Skin-to-Skin Connected Replenishment Ships In Waves By Elman Neural Network Combined With Chaos Theory"
"458","Estimation of Thomsen's Anisotropy Parameters From Compressional And Converted Wave surface Seismic Traveltime Data Using NMO Equations, Neural Networks And Regriddinginversion"
"459","A Preliminary Study of Alteration Mapping From Airborne Geophysical And Remote Sensing Data Using Feed-forward Neural Networks"
"460","Subsurface Model Prediction Using a Neural Network- A Real Data Example From the Rock-Springs Uplift, Wyoming"
"461","Neural Network Applications To Upscale Core Data And Ancient Logs To Petrophysical Parameters Of Flow Units, Caro Field, Eastern Venezuela."
"462","Recurrent Neural Network Representation of the Inelastic Wave Equation And Full-waveform Inversion Without Local Minima"
"463","How Data-Driven Modeling Methods like Neural Networks can help to integrate different Types of Data into Reservoir Management"
"464","Reservoir Architecture And Porosity Distribution, Pegasus Field, West Texas -- an Integrated Sequence Stratigraphic--seismic Attribute Study Using Neural Networks"
"465","Reservoir Modelling With Neural Networks And Geostatistics: A Case Study From The Lower Tertiary Of The Shengli Oilfield, East China"
"466","Shale Fracturing Characterization and Optimization by Using Anisotropic Acoustic Interpretation, 3D Fracture Modeling and Neural Network"
"467","Sand Thickness Prediction of the Basal Tena/M1 Sands From Seismic Attributes Using Neural Networks: Oriente Basin, Ecuador"
"468","Modelling Porosity Distribution in the A'nan Oilfield: Use of Geological Quantification, Neural Networks and Geostatistics"
"469","Artificial Neural Network Modelling of Bubblepoint Pressure and Formation Volume Factor at Bubblepoint Pressure of Nigerian Crude Oil"
"470","Using a Simulated Bidirectional Associative Neural Network Memory With Incomplete Prototype Memories To Identify Facies From Intermittent Logging Data Acquired in a Siliciclastic Depositional Sequence…"
"471","Flow-Unit Modeling Using Neural Networks, Logs, And Core In A Vuggy Dolomite Reservoir, Dagger Draw Field, New Mexico"
"472","Neural Network Analysis of 3-D Seismic Data Delineates Slope- to Basin-Floor Fan Bodies in a High-Frequency Falling-Stage Systems Tract, Matzen Field, Austria"
"473","Using Neural Networks for Candidate Selection and Well Performance Prediction in Water-Shutoff Treatments Using Polymer Gels - A Field-Case Study"
"474","The Application of Artificial Neural Networks With Small Data Sets: An Example for Analysis of Fracture Spacing in the Lisburne Formation, Northeastern Alaska"
"475","A Neural Network Expert System Developed For Predicting the Ground Settlement And the Damage Assessment of Adjacent Structures Due to Tunnel Excavation"
"476","Mapping High Frackability and High TOC Zones in The Barnett Shale: Supervised Probabilistic Neural Network vs. Unsupervised Multi-Attribute Kohonen SOM"
"477","Prediction of the Time Dependent In-situ Pressure of Soft Rock Using Multiple Regression Approach, Artificial Neural Network, And Adaptive Network-fuzzy Inference System"
"478","A Novel Approach in Estimating Shear-Thinning Rheology of HPAM and AMPS Polymers for Enhanced Oil Recovery Using Artificial Neural Network"
"479","Surface Web Balance Method A Neural Network-Based Approach to Mitigate Subsidence in Diatomites coupling Surface Deformation and Injection/Production Data"
"480","Multi-Attributes Analysis and Neural Network: A New Approach of Reservoir Characterisation in Thap Raet and Greater Sirikit East, Phitsanulok Basin"
"481","Identification of Potential Lacustrine Stratigraphic Intervals in the Woodford Shale, Oklahoma, Using Multi-Attribute 3-D Seismic Displays and a Supervised Neural Network"
"482","Integrating Probabilistic Neural Networks and Generalized Boosted Regression Modeling for Lithofacies Classification and Formation Permeability Estimation"
"483","Uncertainty Assessment in Production Forecasting and Optimization for a Giant Multi-Layered Sandstone Reservoir Using Optimized Artificial Neural Network Technology"
"484","Permeability Prediction Using Probabilistic Neural Network (PNN): Application to the Paleozoic Shallow Marine Sandstone of Quwarah Member, Qasim Formation, Saudi Arabia"
"485","Application of Artificial Neural Networks for Predicting the Height of Destressed Zone Above the Mined Panel in Longwall Coal Mining"
"486","A New Methodology for Prediction of Bottomhole Flowing Pressure in Vertical Multiphase Flow in Iranian Oil Fields Using Artificial Neural Networks (ANNs)"
"487","Case History - Applications of Artificial Neural Networks and Dipole Sonic Anisotropy in Low Porosity, Naturally Fractured, Complex Lithology Formations in the Southern Land Region of Mexico"
"488","Successful Carbonate Well Log Facies Prediction Using an Artificial Neural Network Method: Wafra Maastrichtian Reservoir, Partitioned Neutral Zone (PNZ), Saudi Arabia and Kuwait"
"489","Use of a Neural Network to Build a 3D Rock Property Model For a Geomechanical Model to Optimize Multi-stage Fracture Design In Chicontepec Basin, Mexico"
"490","Application of Artificial Neural Networks in Estimation of Uniaxial Compressive Strength using Schmidt Hammer Rebound Number Data under Specific Geological Conditions"
"491","Incorporating Fuzzy Logic and Artificial Neural Networks for building a Hydraulic Unit-Based Model for Permeability Prediction of a Heterogeneous Carbonate Reservoir"
"492","Artificial Neural Network Modeling of Contact Electrical Resistance Profiles for Detection of Rock Wall Joint Behavior"
"493","The Development of Artificial-neural-network-based Universal Proxies to Study Steam Assisted Gravity Drainage (SAGD) and Cyclic Steam Stimulation (CSS) Processes"
"494","Comparison between Bit Optimization Using Artificial Neural Network and Other Methods Base on Log Analysis Applied in Shadegan Oil Field"
"495","Supervised Neural Network Algorithms: A Proved Successful Methodology To Identify Unconventional Layers Opens New Potential Development Scenarios Of Abu Qir Fields In The Mediterranean Sea Offshore Eg…"
"496","Near Real-Time Return-on-Fracturing-Investment ROFI Optimization for Shale Fracturing by Integrating Anisotropic Acoustic Interpretation, 3D Fracture Modeling, and Neural Networks"
"497","Experimental and Artificial Neural Network Approaches to Predict the Effect of PVA (Poly Vinyl Acetate) on the Rheological Properties of Water and Crude Oil in EOR Processes"
"498","Permeability Prediction of Un-cored Intervals Using New IMLR Method and Artificial Neural Networks: A Case Study of Bangestan Field, Iran"
"499","Evaluation of Production Potential Using Neural-Network Modeling Techniques; Comodoro Rivadavia and Mina El Carmen Intervals in the El Tordillo Field, Argentina"
"500","Neural Network Prediction of Pseudo-logs For Net Pay And Reservoir Property Interpretation: Greater Zafiro Field Area, Equatorial Guinea"
"501","The Chimney Cube, an Example of Semi-automated Detection of Seismic Objects By Directive Attributes And Neural Networks: Part I; Methodology"
"502","The Chimney Cube, an Example of Semi-automated Detection of Seismic Objects By Directive Attributes And Neural Networks: Part II; Interpretation"
"503","Seismic Reservoir Characterization of a Mid-continent Fluvial System Using Rock Physics,poststack Seismic Attributes And Neural Networks; a Case History"
"504","Identification of Slopes with Higher Risk to Sediment Disasters due to Localized Torrential Rains based on Artificial Neural Networks and Mathematical Statistics"
"505","Applying Flow Zone Index Approach and Artificial Neural Networks Modeling Technique for Characterizing a Heterogeneous Carbonate Reservoir Using Dynamic Data: Case Study of an Iranian Reservoir"
"506","An Efficient Method of Effective Porosity Prediction Using an Unconventional Attribute Through Multi-attribute Regression And Probabilistic Neural Network: A Case Study In a Deep-water Gas Field, East…"
"507","Continuous Rock Strength Measurements On Core And Neural Network Modeling Result In Significant Improvements In Log-Based Rock Strength Predictions Used To Optimize Completion Design and Improve Predi…"
"508","Knowledge Discovery in Databases and Multiphase Flow Metering: The Integration of Statistics, Data Mining, Neural Networks, Fuzzy Logic, and Ad Hoc Flow Measurements Towards Well Monitoring and Diagno…"
"509","Application of an Artificial Neural Network (ANN) for the Correction of NMR Total Porosity, Effective Porosity, and the Bulk Volume Irreducible Water Data Obtained From a Heavy-Oil Reservoir Using an …"
"510","Position Control of Floating Structure By Neural-Net Controller"
"511","Sequential Neural Simulation: A New Approach for Stochastic Reservoir Modelling"
"512","Porosity and Permeability Prediction in Low-Permeability Gas Reservoirs From Well Logs Using Neura Networks"
"513","Realistic Sanding Predictions: A Neural Approach"
"514","Neural Inversion For Oil Saturation From Seismic Velocities"
"515","Self-Organizing Maps for Lithofacies Identification and Permeability Prediction"
"516","Neural-Computer Modelling for Reservoir Properties Prediction from Stochastic Seismic Inversion Results"
"517","Utilization of Time-Lapse Seismic Data to Semi Quantify Residual Oil Saturation by Karhunen-Loeve Transform and Neural Artificial Network during CSS"
"518","Regional Production Prediction Technology Based on Gravity and Magnetic Data From the Eagle Ford Formation, Texas, USA"
"519","Development of Brittle Shale Fracture Network Model - Part 2: What is the Value of SRV?"
"520","Reservoir Property Prediction Using the Dynamic Radial Basis Function Network"
"521","Development of the Brittle Shale Fracture Network Model"
"522","Geopressure Detection Using Neural Classification of Seismic Attributes In Base Jilh Dolomite In Central Uthmaniyah, Saudi Arabia"
"523","Abductive Networks: A New Modeling Tool for the Oil and Gas Industry"
"524","Estimation Of Critical Formation Evaluation Parameters Using Techniques Of Neurocomputing"
"525","Mixture Density Network Applied to Reservoir Parameter Inversion in Bohai Oil Field"
"526","Thermodynamic Characterization of Volatile Hydrocarbon Reservoirs by Neuronal Networks"
"527","Adaptive Fuzzy Clustering for Efficient Segmentation of Wellbore Resistivity Images"
"528","Reservoir Pressure Prediction Using Time-Lapse Seismic Multi-Attribute Analysis"
"529","Key Parameters Controlling the Performance of Neuro-Simulation Applications in Field Development"
"530","Prospect Explorer: an Exploration Neural Analysis Tool"
"531","Neural Vector Quantization for Multivariate Upscaling"
"532","Neural-Computer Modelling for Reservoir Properties Prediction From Stochastic Seismic Inversion Results (Russian)"
"533","Stability Assessment of Rubble Mound Breakwater And Armor Layer"
"534","On Porosity Prediction From Seismic Data In Ghawar Field, Saudi Arabia"
"535","Application of Seismic Attributes In the Palmito-Cabeza Area, Burgos Basin, Mexico"
"536","Development Of Reservoir Characterization Models Using Core, Well Log, and 3D Seismic Data and Intelligent Software"
"537","Prediction of Residual Water Saturation Using Genetically Focused Neural Nets"
"538","Petrophysical Well Log Analysis through Intelligent Methods"
"539","Neural-net Modeling of Shale-swelling Behavior in Aqueous Drilling Fluids"
"540","Fast On-line Neuro-fuzzy Controller For Autonomous Underwater Vehicles"
"541","The Use Of Fuzzy Artmap For Lithofacies Classification: A Comparison Study"
"542","How Artificial Intelligence Methods Can Forecast Oil Production"
"543","Statistical And Neural Regression Approach For Prediction of Longwall Chock-shield Support Pressure"
"544","Harmonic Attributes"
"545","Prudhoe Bay Oil Production Optimization: Using Virtual intelligence Techniques, Stage One: Neural Model Building"
"546","Permeability Estimation Using a Hybrid Genetic Programming and Fuzzy/Neural Inference Approach"
"547","Self-organizing Artificial Neural Nets For Automatic Anomaly Identification"
"548","Intelligent Back Analysis Using Data from the Instrument"
"549","A Functional Networks Softsensor for Flowing Bottomhole Pressures and Temperatures in Multiphase Production Wells"
"550","Determination Of Structure Parameters On Gravity Method By Using Radial Basis Functions Networks Case Study : Seferihisar Geothermal Area (Western Turkey)"
"551","Multi-factor Evaluation Technology for Casing Damaged Wells"
"552","Modeling the Properties of Crude Oil and Gas Systems Using RBF Network"
"553","Geophysical Interpretation By Artificial Neural Systems: A Feasibility Study"
"554","Reservoir Pressure Prediction in China Offshore Gas Field Using Time-Lapse Seismic"
"555","Use of Real-Time Dynamic Data to Generate Fracture Network Models"
"556","Prediction of Bubble Point Pressure Using Artificial Intelligence AI Techniques"
"557","A Neural Net Branch And Bound Seismic Horizon Tracker"
"558","Realistic modeling of fracture networks in a giant carbonate reservoir"
"559","A New Approach For Improving Permeability Estimation by Integrating Sequential Gaussian Simulation (SGS) With Co-Active Neuro Fuzzy Inference System (CANFIS) Network"
"560","Application of Artificial Intelligence in Gas Storage Management"
"561","Lithostratigraphic Interpretation of Seismic Data For Reservoir Characterization"
"562","Petrophysics-Based Flow Unit Determination In The Phosphoria Formation, Little Sand Draw Field, Wyoming"
"563","Integrity Monitoring of Offshore Platforms Using Artificial Neural Nets"
"564","Non-linearity In Multi-attribute Analysis — A Comparative Study"
"565","Design of Smart Wellhead Controllers for Optimal Fluid Injection Policy and Producibility in Petroleum Reservoirs: A Neuro-Geometric Approach"
"566","Application of Artificial Intelligence to Characterize Naturally Fractured Reservoirs"
"567","ANN Powered Virtual Well Testing"
"568","Resistivity and Density Estimation From Multicomponent Seismic Data: Case study from the Lower Cretaceous McMurray Formation, Athabasca Oil Sands"
"569","The Gamma Test Applied to Select Seismic Attributes to Estimate Effective Porosity"
"570","New Tools for Fracture Design Optimization"
"571","Predictive Data-Mining Technologies for Oil-Production Prediction in Petroleum Reservoir"
"572","Modeling of Capillary Pressure Behavior Using Standard Open Hole Wireline Log Data: Demonstrated on Carbonates from the Middle East"
"573","Integrated Seismic Reservoir Characterization At Mobile Bay Field, Gulf of Mexico"
"574","Formation-Grain-Size Prediction Whilst Drilling: A Key Factor in Intelligent Sand Control Completions"
"575","Artificial Intelligence Technology Predicts Relative Permeability of Giant Carbonate Reservoirs"
"576","Particle-based Flow Simulation by SPH Using Hyperbolic-type Kernel Function"
"577","Framework for EUR Correlation to Seismic Attributes in the Barnett Shale, TX"
"578","Reservoir Prediction Via SVM Pattern Recognition"
"579","A Bayesian Network Based Pipeline Risk Management"
"580","Evaluation and Prediction of Hydraulic Fractured Well Performance in Montney Formations Using a Data-Driven Approach"
"581","A New Approach for Drill Bit Selection"
"582","Probabilistic Lateral Buckling Assessment"
"583","Fractured Reservoir Characterization and Performance Forecasting Using Geomechanics and Artificial Intelligence"
"584","Developing Synthetic Well Logs for the Upper Devonian Units in Pennsylvania"
"585","The Analysis of String Stability Affected by Earthquake in the Shallow of Deep-water Drilling"
"586","Using Data Analytics to Analyze Reservoir Databases"
"587","A New Method For Location Leak In Long-distance Pipeline And Study On Experiment"
"588","Structural Damage Alarming By Novelty Detection Technique Based On Modal Flexibility"
"589","Gamma Radiation Methods for Cost-Effective Multiphase Flow Metering"
"590","Investigation of Hydraulic and Natural Fracture Interaction: Numerical Modeling or Artificial Intelligence?"
"591","Real-time Prediction of Complex Hydraulic Fracture Behaviour in Unconventional Naturally Fractured Reservoirs"
"592","A Case History: Evaluating Well Completions in Eagle Ford Shale Using a Data-Driven Approach"
"593","An Innovative Approach to 3D Fracture Modeling"
"594","Neural Net Identification of Flow Regime using Band Spectra of Flow Generated Sound"
"595","Seismic Inversion of Single Sensor Land 3D Seismic Survey: Kuwait, Magwa Field, Wara Reservoir"
"596","Formation Density Prediction using Pulsed Neutron Capture Tools"
"597","Methodology and Implications for NaturalFracture Network Modelling in a Carbonate Reservoir of Abu Dhabi"
"598","Object-Based Global Optimization in Modeling Discrete-Fracture Network Map: A Case Study"
"599","Effective Calculation Model of Drilling Fluids Density and ESD for HTHP Well While Drilling"
"600","Prediction and Analysis of Geomechanical Properties of the Upper Bakken Shale Utilizing Artificial Intelligence and Data Mining"
"601","Wave-shape Classification And Attribute Analysis of the Lower Miocene Deep-water Reservoirs, Laguna Madre Basin, Offshore México"
"602","NMR Measurements in Carbonates Samples and Core-Logs Correlations Using Artificial Neural Nets"
"603","A Comprehensive Evaluation of Well Completion and Production Performance in Bakken Shale Using Data-Driven Approaches"
"604","Facies Probability From Mixture Distributions With Non-stationary Impedance Errors"
"605","An Innovative Method to Determine the Indirect Deformation Modulus of Rock Masses In Asmari Formation of Iran"
"606","Deep-learning methods for predicting permeability from 2D/3D binary-segmented images"
"607","Interpolating High-Resolution Well Log Volume Using Seismic Dip Vectors and Control Grids"
"608","Reservoir Seismic Characterization Using Rock Physics, Seismic Attributes And Spectral Decomposition In Puerto Colon Oil Field, Colombia"
"609","Case Study of a Cadomin Gas Reservoir In the Alberta Deep Basin"
"610","Fracture Width Prediction and Loss Prevention Material Sizing in Depleted Formations Using Artificial Intelligence"
"611","Permeability and Porosity From Integrated Multiattributes and Well Log Data Using Smooth Regression: Application to a South Florida Aquifer"
"612","Application of the Caianiello Neuron-based Network to Joint Inversion"
"613","Modelling Of Petroleum Multiphase Fluids In ESP an Intelligent Approach"
"614","Measuring Wet-Gas Flow Rate Through the V-Cone with Neural Nets"
"615","How To Improve Reservoir Characterization Using Intelligent Systems - A Case Study: Toldado Field In Colombia"
"616","An Elaborative Evaluation of Various Methods for Simultaneous Estimation of Uniaxial Compressive Strength and Elasticity Modulus of Intact Rocks"
"617","A Holistic Approach to Develop New Rigorous Empirical Correlation for Static Young's Modulus"
"618","Support Vector Machines Framework for Predicting the PVT Properties of Crude Oil Systems"
"619","Heavy Oil Reservoir Characterization Using Multiattribute Analysis and Spectral Decomposition in the Maturín Sub-Basin, Venezuela"
"620","Advanced Interpretation of Venturi Meter Measurements in Multiphase Flow"
"621","Predicting Permeability From Well Log Data And Core Measurements Using Support Vector Machines"
"622","Multi-Detector, Pulsed Neutron-Based Synthetic Openhole Logs- An Unconventional Gas Reservoir Case Study"
"623","New Approach for the Prediction of Klinkenberg Permeability In Situ for Low Permeability Sandstone in Tight Gas Reservoir"
"624","Modeling Lease Operating Expenses"
"625","Well Log Data Inversion Using Radial Basis Function Network"
"626","Well Facies Based Supervised Classification of Prestack Seismic: Application to a Turbidite Field"
"627","A Comparison Study of Utilizing Optimization Algorithms and Fuzzy Logic for Candidate-Well Selection"
"628","Drillbit Optimization System: Real-Time Approach to Enhance Rate of Penetration and Bit Wear Monitoring"
"629","Integrated Reservoir Analysis Methodolgy - A Case History: The NE Rabbit Hills Field North-central Montana"
"630","From Seismic Character And Seismic Attributes to Reservoir Properties: Case History In Arab-D Reservoir of Saudi Arabia"
"631","Case Study of a Heavy Oil Reservoir Interpretation Using Vp/Vs Ratio And Other Seismic Attributes"
"632","Rock Typing Mapping Methodology Based on Indexed and Probabilistic Self-Organized Map in Shushufindi Field"
"633","Examination of Wide-angle, Multi-component, AVO Attributes For Prediction of Shale In Heavy Oil Sands: A Case Study From the Long Lake Project, Alberta, Canada"
"634","Multi-attribute Analysis of 4D Anomalies Using Pattern Recognition Technology"
"635","An Unconventional Approach for Drill-Bit Selection"
"636","Characterizing Fracture Network in Shale Reservoir Using Microseismic Data"
"637","Estimation of Gas Hydrate Saturation in Ulleung Basin Using Seismic Attributes and Well Logs"
"638","The Application of Machine Learning to Rock Mechanics"
"639","Brittleness Index Prediction From Conventional Well Logs in Unconventional Reservoirs Using Artificial Intelligence"
"640","A Neurosimulation Tool for Predicting Performance in Enhanced Coalbed Methane and CO2, Sequestration Projects"
"641","Seismic And Logging Joint Inversion Impedance Technique"
"642","Pipeline Network Optimization - Application of Genetic Algorithm Methodologies"
"643","Using Bayesian Network to Develop Drilling Expert Systems"
"644","Statistical Correlation Between Thermal Conductivity and Wave Velocities in Rocks"
"645","Integrating Soft Computing and Hard Computing For Production Performance Prediction of Low Permeability Reservoir"
"646","Virtual Measurement in Pipes: Part 2-Liquid Holdup and Flow Pattern Correlations"
"647","Intelligent Parallel Computing Methods For Recognizing Rock Mechanical Models And Parameters"
"648","Integrated Approach to Identify Complex Reservoir Sand Channel/bar System"
"649","Integrating Seismic-Derived Porosity Into a Geocellular Model—A Case Study"
"650","A Large Scale Network Model To Obtain Interwell Formation Characteristics"
"651","Development of On-Line Sensors for Automated Measurement of Drilling Fluid Properties"
"652","Permeability Assessment in Carbonate Formations Using Conventional Well Logs Required for Prediction of Acid Fracture Conductivity"
"653","Prediction of PVT Properties in Crude Oil Using Machine Learning Techniques MLT"
"654","The Definitive Identification of Candidate Wells for Refracturing"
"655","Logging Identification And Evaluation of Cambrian-ordovician Source Rock In Tarim Basin"
"656","Hybrid Model Application to Predict Permeability in Tight Gas Reservoirs"
"657","Preliminary Studies on Using Artificial Neural etworks to Predict Sedimentary Facies of the Permo-Carboniferous Glacigenic Al Khlata Formation, Oman"
"658","Applications to Storm Surge Predictions in Denglongshan, Guangdong, China"
"659","Fault Detection With Meta-Attributes"
"660","Real-Time Monitoring and Diagnosis of Electrical Submersible Pump"
"661","A New Diagnostic Tool for Performance Evaluation of Heavy Oil Waterfloods: Case of Western Canadian Heavy Oil Reservoirs"
